"","Education","JoiningYear","City","PaymentTier","Age","Gender","EverBenched","ExperienceInCurrentDomain","LeaveOrNot"
"506","Bachelors",2018,"Pune","3",26,"Male","No",4,"1"
"508","Bachelors",2013,"Bangalore","3",27,"Male","No",5,"1"
"509","Masters",2017,"Pune","3",25,"Male","No",3,"1"
"512","Bachelors",2012,"Bangalore","3",24,"Male","Yes",2,"0"
"513","Bachelors",2015,"Bangalore","3",28,"Female","No",1,"0"
"514","Bachelors",2014,"Bangalore","3",24,"Male","No",2,"0"
"515","Bachelors",2013,"Pune","3",27,"Male","No",5,"0"
"516","Bachelors",2016,"New Delhi","3",24,"Female","No",2,"0"
"517","Bachelors",2012,"Bangalore","3",25,"Female","No",3,"0"
"518","Bachelors",2012,"Pune","3",28,"Male","No",3,"0"
"519","Bachelors",2018,"Pune","3",25,"Male","Yes",3,"1"
"520","Bachelors",2014,"Bangalore","3",27,"Male","No",5,"1"
"521","Bachelors",2016,"Bangalore","3",27,"Female","No",5,"0"
"522","Masters",2015,"Pune","2",24,"Female","No",2,"0"
"523","Masters",2014,"Bangalore","3",24,"Female","No",2,"1"
"524","Bachelors",2013,"Bangalore","3",25,"Male","No",3,"0"
"526","Bachelors",2015,"Bangalore","3",25,"Male","No",3,"0"
"527","Bachelors",2017,"Bangalore","3",24,"Male","No",2,"0"
"528","Bachelors",2017,"New Delhi","2",28,"Male","No",3,"0"
"529","Bachelors",2016,"Bangalore","3",28,"Male","No",2,"0"
"530","PHD",2014,"New Delhi","3",24,"Male","No",2,"0"
"531","Masters",2017,"New Delhi","2",26,"Female","No",4,"0"
"532","Masters",2018,"New Delhi","3",25,"Male","No",3,"1"
"533","Bachelors",2014,"Bangalore","3",28,"Male","No",3,"1"
"535","Bachelors",2018,"New Delhi","3",28,"Female","No",3,"1"
"536","Masters",2017,"New Delhi","2",25,"Male","Yes",3,"1"
"537","Masters",2013,"New Delhi","3",28,"Male","No",2,"0"
"539","Masters",2017,"New Delhi","2",25,"Female","No",3,"1"
"540","Masters",2013,"New Delhi","3",25,"Female","No",3,"0"
"541","Bachelors",2016,"Bangalore","3",25,"Male","No",3,"0"
"542","Bachelors",2018,"Bangalore","3",24,"Male","No",2,"1"
"544","Bachelors",2013,"Bangalore","3",24,"Male","No",2,"0"
"545","Bachelors",2013,"Bangalore","3",28,"Male","No",2,"0"
"546","Masters",2015,"Pune","3",28,"Female","Yes",2,"0"
"547","Bachelors",2015,"Pune","2",27,"Female","Yes",5,"1"
"548","Masters",2014,"Pune","2",27,"Female","No",5,"0"
"549","Bachelors",2017,"New Delhi","2",27,"Male","No",5,"0"
"550","Bachelors",2012,"Bangalore","3",26,"Male","No",4,"0"
"552","Bachelors",2013,"Bangalore","1",28,"Male","No",3,"1"
"553","Bachelors",2012,"Pune","2",26,"Female","No",4,"1"
"554","Bachelors",2013,"Bangalore","3",27,"Male","No",5,"0"
"556","Bachelors",2017,"Bangalore","3",27,"Male","No",5,"0"
"557","Bachelors",2012,"Bangalore","3",24,"Male","No",2,"0"
"558","Bachelors",2017,"New Delhi","3",26,"Male","No",4,"0"
"559","Bachelors",2014,"Bangalore","3",28,"Female","No",1,"1"
"560","Bachelors",2015,"Bangalore","3",25,"Male","No",3,"0"
"561","Bachelors",2015,"Pune","2",28,"Female","No",3,"1"
"562","Bachelors",2017,"Bangalore","3",24,"Female","No",2,"0"
"563","Bachelors",2016,"Bangalore","3",27,"Female","No",5,"1"
"564","Bachelors",2012,"Bangalore","3",25,"Male","No",3,"0"
"565","Masters",2018,"Pune","3",25,"Male","No",3,"1"
"566","Bachelors",2015,"Pune","3",26,"Male","No",4,"0"
"567","Bachelors",2014,"Pune","3",26,"Male","No",4,"0"
"568","PHD",2017,"New Delhi","3",27,"Male","No",5,"0"
"569","Bachelors",2012,"Bangalore","3",26,"Male","No",4,"0"
"572","Bachelors",2014,"Pune","3",25,"Female","No",3,"0"
"574","Bachelors",2017,"Bangalore","3",25,"Male","No",3,"0"
"575","Bachelors",2018,"Bangalore","3",27,"Male","No",5,"1"
"577","Bachelors",2017,"Pune","2",25,"Female","No",3,"1"
"578","Bachelors",2017,"Pune","2",26,"Female","No",4,"1"
"579","Bachelors",2015,"Pune","3",28,"Male","No",3,"0"
"580","Masters",2017,"Pune","2",26,"Male","No",4,"1"
"581","Masters",2015,"New Delhi","3",28,"Female","Yes",2,"0"
"582","Bachelors",2012,"New Delhi","2",25,"Male","No",3,"1"
"583","Bachelors",2016,"Bangalore","3",25,"Female","No",3,"0"
"584","Masters",2017,"New Delhi","2",26,"Female","No",4,"0"
"586","Bachelors",2014,"Bangalore","3",25,"Male","No",3,"1"
"588","Bachelors",2016,"Pune","3",26,"Male","No",4,"0"
"589","Bachelors",2014,"Bangalore","3",27,"Male","No",5,"0"
"590","Bachelors",2012,"Bangalore","3",25,"Male","No",3,"0"
"591","Masters",2012,"Pune","2",26,"Female","No",4,"0"
"592","Masters",2016,"New Delhi","3",27,"Male","No",5,"1"
"593","PHD",2017,"Bangalore","3",28,"Male","No",1,"0"
"594","Bachelors",2014,"Bangalore","3",27,"Male","No",5,"0"
"595","Bachelors",2018,"Pune","3",26,"Male","No",4,"1"
"596","Bachelors",2018,"Bangalore","1",27,"Male","No",5,"0"
"597","Bachelors",2016,"Pune","3",24,"Male","No",2,"0"
"598","Bachelors",2012,"Bangalore","3",25,"Male","No",3,"0"
"600","Bachelors",2016,"Bangalore","3",28,"Male","No",2,"0"
"601","Bachelors",2017,"New Delhi","2",27,"Male","No",5,"0"
"603","Bachelors",2013,"Bangalore","3",28,"Male","No",1,"0"
"604","Bachelors",2018,"Bangalore","3",28,"Female","No",3,"1"
"606","Masters",2015,"Pune","2",28,"Female","No",3,"0"
"607","Masters",2015,"New Delhi","3",24,"Female","No",2,"1"
"608","Bachelors",2017,"New Delhi","3",24,"Male","No",2,"0"
"610","Masters",2013,"Pune","3",28,"Male","No",2,"1"
"611","Bachelors",2017,"Pune","3",27,"Female","No",5,"1"
"612","Bachelors",2014,"Pune","3",26,"Male","No",4,"0"
"613","Bachelors",2016,"Bangalore","3",26,"Male","No",4,"0"
"615","Bachelors",2015,"Pune","3",28,"Male","No",3,"0"
"616","Bachelors",2012,"Bangalore","3",26,"Male","No",4,"0"
"617","Bachelors",2017,"New Delhi","2",26,"Male","No",4,"0"
"618","Masters",2017,"New Delhi","2",26,"Female","No",4,"0"
"619","Bachelors",2016,"Bangalore","3",26,"Male","No",4,"1"
"620","Bachelors",2013,"Bangalore","3",26,"Male","Yes",4,"0"
"621","Bachelors",2014,"Bangalore","3",28,"Male","No",3,"1"
"622","Bachelors",2014,"New Delhi","3",28,"Female","No",3,"0"
"623","Bachelors",2014,"Pune","3",25,"Female","No",3,"1"
"624","Bachelors",2016,"Pune","3",28,"Male","No",3,"0"
"625","Masters",2017,"Bangalore","3",27,"Male","No",5,"1"
"626","Bachelors",2015,"Bangalore","3",25,"Male","No",3,"0"
"627","Bachelors",2014,"Pune","3",27,"Male","No",5,"0"
"629","Masters",2017,"Pune","3",26,"Male","No",4,"1"
"630","Bachelors",2013,"Bangalore","3",25,"Male","Yes",3,"0"
"632","PHD",2013,"Bangalore","1",26,"Male","No",4,"0"
"633","Masters",2012,"Pune","3",27,"Male","No",5,"1"
"634","Bachelors",2016,"Bangalore","1",28,"Male","No",2,"0"
"635","Bachelors",2017,"Bangalore","3",27,"Male","No",5,"0"
"636","Bachelors",2017,"Bangalore","3",25,"Male","No",3,"0"
"637","Masters",2017,"New Delhi","2",24,"Female","Yes",2,"1"
"638","Bachelors",2015,"Bangalore","1",25,"Female","Yes",3,"0"
"639","Bachelors",2018,"Bangalore","3",27,"Male","No",5,"1"
"640","Bachelors",2014,"Bangalore","3",26,"Male","No",4,"0"
"641","Bachelors",2018,"Bangalore","3",26,"Male","No",4,"1"
"644","Bachelors",2016,"Bangalore","3",27,"Female","No",5,"0"
"646","Masters",2018,"New Delhi","3",26,"Male","No",4,"1"
"648","Bachelors",2017,"New Delhi","2",28,"Male","No",3,"0"
"649","Bachelors",2015,"Bangalore","3",27,"Male","No",5,"0"
"650","Bachelors",2017,"Bangalore","3",26,"Male","No",4,"0"
"651","Bachelors",2016,"Bangalore","3",25,"Male","No",3,"0"
"652","Bachelors",2013,"Pune","3",25,"Male","No",3,"0"
"653","Bachelors",2015,"Pune","3",25,"Female","No",3,"1"
"654","Bachelors",2014,"Bangalore","3",28,"Female","No",3,"0"
"655","Bachelors",2015,"Pune","3",24,"Male","No",2,"0"
"657","Bachelors",2018,"Bangalore","1",25,"Male","Yes",3,"0"
"658","Masters",2017,"Pune","2",28,"Female","No",1,"0"
"659","Bachelors",2014,"Pune","2",25,"Female","No",3,"1"
"660","Bachelors",2017,"Bangalore","3",25,"Male","No",3,"0"
"661","Bachelors",2016,"Bangalore","3",28,"Female","No",3,"0"
"662","Bachelors",2014,"Bangalore","3",28,"Female","No",2,"0"
"663","Masters",2017,"New Delhi","2",28,"Male","No",2,"0"
"664","Bachelors",2017,"New Delhi","2",24,"Female","No",2,"0"
"665","PHD",2013,"New Delhi","2",25,"Male","No",3,"1"
"666","Bachelors",2017,"Bangalore","3",24,"Male","No",2,"0"
"667","Bachelors",2017,"Bangalore","3",26,"Female","No",4,"0"
"668","Bachelors",2015,"Bangalore","1",25,"Male","No",3,"0"
"669","Bachelors",2016,"Bangalore","3",26,"Female","No",4,"0"
"670","PHD",2014,"New Delhi","3",28,"Male","No",2,"1"
"671","Masters",2018,"New Delhi","3",27,"Female","No",5,"1"
"673","Masters",2017,"New Delhi","2",25,"Male","No",3,"1"
"675","Bachelors",2016,"New Delhi","3",27,"Female","Yes",5,"0"
"677","Bachelors",2018,"Pune","3",28,"Female","No",1,"1"
"678","Bachelors",2014,"Bangalore","3",25,"Female","No",3,"1"
"679","Bachelors",2018,"Pune","3",28,"Male","No",1,"1"
"680","Bachelors",2017,"Bangalore","1",26,"Female","No",4,"0"
"681","Bachelors",2013,"Bangalore","3",24,"Male","No",2,"1"
"682","Bachelors",2012,"New Delhi","3",26,"Female","No",4,"0"
"684","Masters",2013,"New Delhi","2",24,"Male","No",2,"1"
"686","Bachelors",2016,"New Delhi","3",28,"Female","No",2,"0"
"687","Bachelors",2016,"Pune","3",26,"Male","No",4,"0"
"690","Bachelors",2014,"Pune","2",26,"Female","No",4,"1"
"691","Bachelors",2014,"Pune","3",25,"Male","No",3,"0"
"692","Bachelors",2013,"Pune","3",27,"Male","No",5,"0"
"693","Bachelors",2018,"Bangalore","3",27,"Male","No",5,"1"
"695","Bachelors",2016,"Pune","3",26,"Male","No",4,"0"
"698","Masters",2017,"Pune","2",26,"Female","No",4,"0"
"699","Bachelors",2017,"New Delhi","3",27,"Female","Yes",5,"0"
"703","Bachelors",2015,"Bangalore","3",26,"Male","No",4,"0"
"705","Bachelors",2017,"Bangalore","3",26,"Female","No",4,"0"
"708","Masters",2017,"New Delhi","2",24,"Male","No",2,"0"
"711","Bachelors",2017,"Bangalore","3",27,"Male","No",5,"0"
"712","Bachelors",2015,"New Delhi","2",28,"Female","Yes",2,"1"
"713","Bachelors",2014,"Pune","2",24,"Female","No",2,"1"
"714","Bachelors",2016,"Pune","2",27,"Female","No",5,"1"
"715","Bachelors",2017,"Bangalore","3",27,"Female","No",5,"0"
"716","Bachelors",2016,"Bangalore","3",26,"Male","No",4,"0"
"717","Bachelors",2015,"Pune","2",27,"Male","No",5,"0"
"718","Bachelors",2015,"Bangalore","3",26,"Male","No",4,"0"
"719","Bachelors",2018,"Bangalore","3",27,"Male","Yes",5,"1"
"720","Bachelors",2016,"Bangalore","3",24,"Male","No",2,"0"
"721","Bachelors",2014,"Bangalore","3",24,"Male","No",2,"0"
"722","Bachelors",2013,"New Delhi","2",24,"Female","No",2,"1"
"724","Bachelors",2015,"Pune","2",28,"Female","Yes",2,"1"
"725","Bachelors",2018,"Bangalore","3",26,"Male","No",4,"1"
"727","Masters",2017,"Pune","3",24,"Male","No",2,"1"
"728","Masters",2016,"Pune","3",24,"Male","No",2,"0"
"729","Bachelors",2013,"Bangalore","3",28,"Male","Yes",1,"1"
"730","Bachelors",2015,"Bangalore","1",28,"Female","No",1,"0"
"732","Bachelors",2016,"Bangalore","3",26,"Male","Yes",4,"0"
"735","Masters",2016,"New Delhi","3",24,"Male","No",2,"1"
"737","Bachelors",2013,"Bangalore","3",28,"Male","No",3,"0"
"738","Bachelors",2018,"Bangalore","3",28,"Male","No",1,"1"
"739","Bachelors",2017,"Bangalore","3",24,"Male","No",2,"0"
"740","Masters",2014,"New Delhi","3",24,"Male","No",2,"1"
"741","PHD",2012,"New Delhi","3",24,"Male","No",2,"0"
"743","Masters",2014,"New Delhi","3",27,"Male","No",5,"0"
"744","Bachelors",2015,"Bangalore","3",27,"Female","No",5,"0"
"745","Bachelors",2014,"Pune","3",25,"Male","No",3,"1"
"746","Bachelors",2012,"Bangalore","3",28,"Male","No",3,"0"
"747","Bachelors",2012,"Bangalore","3",25,"Female","No",3,"0"
"748","Bachelors",2015,"Bangalore","3",24,"Female","No",2,"0"
"749","Bachelors",2013,"Pune","3",27,"Male","No",5,"0"
"751","Bachelors",2012,"Pune","2",26,"Male","No",4,"0"
"752","Masters",2017,"Bangalore","3",28,"Female","No",3,"1"
"753","Bachelors",2015,"Bangalore","3",25,"Male","No",3,"1"
"754","Bachelors",2012,"Bangalore","3",28,"Female","No",2,"0"
"755","Bachelors",2017,"Pune","2",26,"Female","No",4,"1"
"756","Bachelors",2012,"Bangalore","3",27,"Female","No",5,"0"
"758","Bachelors",2015,"Pune","2",28,"Female","No",1,"1"
"761","Bachelors",2014,"Bangalore","3",24,"Male","No",2,"0"
"762","Bachelors",2016,"Bangalore","3",28,"Male","No",3,"0"
"763","Bachelors",2016,"New Delhi","3",25,"Female","Yes",3,"0"
"764","Masters",2015,"New Delhi","3",26,"Male","No",4,"1"
"765","Masters",2015,"New Delhi","3",28,"Female","No",3,"0"
"766","Bachelors",2013,"New Delhi","1",24,"Female","No",2,"1"
"768","Bachelors",2018,"Bangalore","3",26,"Male","No",4,"1"
"770","Bachelors",2015,"New Delhi","3",25,"Female","No",3,"1"
"771","Bachelors",2017,"New Delhi","3",28,"Male","No",2,"0"
"772","Bachelors",2016,"Pune","1",25,"Female","No",3,"1"
"773","Masters",2013,"New Delhi","3",25,"Male","Yes",3,"1"
"774","Bachelors",2017,"Bangalore","3",24,"Female","No",2,"0"
"776","Bachelors",2013,"Bangalore","1",28,"Female","No",2,"0"
"777","Masters",2014,"Bangalore","3",27,"Female","No",5,"1"
"778","Bachelors",2013,"Bangalore","3",26,"Male","No",4,"0"
"779","Bachelors",2016,"Bangalore","3",25,"Male","No",3,"0"
"781","Bachelors",2017,"New Delhi","3",25,"Male","No",3,"0"
"782","Bachelors",2013,"Bangalore","3",26,"Male","No",4,"0"
"783","Bachelors",2013,"Pune","2",27,"Male","Yes",5,"0"
"784","Bachelors",2015,"Pune","2",25,"Female","No",3,"1"
"785","Bachelors",2016,"Bangalore","3",25,"Male","Yes",3,"0"
"786","Bachelors",2017,"Bangalore","3",25,"Male","No",3,"1"
"787","Bachelors",2016,"Pune","3",28,"Male","No",1,"0"
"788","Bachelors",2018,"Bangalore","3",24,"Male","No",2,"1"
"789","Masters",2015,"Pune","3",28,"Female","No",3,"0"
"790","Bachelors",2017,"Bangalore","3",26,"Male","No",4,"0"
"792","Bachelors",2017,"New Delhi","2",27,"Female","No",5,"0"
"793","Bachelors",2013,"Pune","2",26,"Female","No",4,"1"
"794","Bachelors",2012,"Bangalore","3",24,"Male","No",2,"0"
"796","Masters",2015,"Pune","2",24,"Female","No",2,"0"
"797","Bachelors",2016,"Bangalore","3",25,"Male","No",3,"0"
"800","Bachelors",2013,"Bangalore","3",24,"Male","No",2,"0"
"801","Bachelors",2012,"Pune","2",25,"Male","No",3,"1"
"802","Bachelors",2014,"Bangalore","3",24,"Male","No",2,"0"
"803","Bachelors",2017,"Bangalore","3",27,"Female","No",5,"1"
"804","Bachelors",2017,"New Delhi","3",27,"Female","No",5,"0"
"805","Bachelors",2013,"Pune","3",27,"Male","No",5,"0"
"806","Bachelors",2015,"Pune","2",24,"Female","Yes",2,"1"
"807","Bachelors",2017,"Bangalore","3",24,"Female","Yes",2,"0"
"808","PHD",2015,"New Delhi","3",28,"Female","No",1,"0"
"810","Masters",2017,"New Delhi","2",28,"Female","No",2,"0"
"811","Bachelors",2017,"New Delhi","2",25,"Female","No",3,"0"
"813","Bachelors",2016,"New Delhi","3",28,"Female","Yes",3,"0"
"814","Bachelors",2015,"Pune","2",27,"Female","No",5,"1"
"815","Masters",2017,"Pune","2",25,"Male","No",3,"1"
"816","Masters",2017,"Bangalore","2",25,"Female","Yes",3,"1"
"817","Bachelors",2017,"Bangalore","3",24,"Female","No",2,"1"
"818","Bachelors",2013,"Bangalore","3",26,"Female","No",4,"0"
"819","Bachelors",2018,"Bangalore","3",24,"Male","Yes",2,"1"
"821","Masters",2017,"New Delhi","2",24,"Male","No",2,"1"
"823","Bachelors",2017,"Bangalore","3",25,"Male","No",3,"0"
"824","Bachelors",2017,"Bangalore","3",24,"Male","No",2,"1"
"825","Masters",2014,"New Delhi","3",25,"Female","No",3,"1"
"827","Bachelors",2012,"New Delhi","3",27,"Female","No",5,"0"
"828","Bachelors",2017,"Bangalore","3",28,"Male","No",2,"1"
"829","Bachelors",2012,"Bangalore","3",28,"Male","Yes",3,"1"
"830","Bachelors",2012,"Pune","3",28,"Female","No",2,"0"
"831","Bachelors",2018,"Bangalore","3",24,"Female","No",2,"1"
"832","PHD",2016,"New Delhi","3",24,"Female","No",2,"0"
"833","Masters",2017,"New Delhi","2",27,"Female","No",5,"1"
"834","Masters",2013,"New Delhi","2",27,"Female","No",5,"1"
"835","Bachelors",2015,"Bangalore","3",26,"Female","No",4,"0"
"836","Masters",2015,"New Delhi","3",28,"Female","No",1,"1"
"837","Bachelors",2014,"Bangalore","3",27,"Male","No",5,"0"
"838","Bachelors",2013,"New Delhi","3",25,"Female","No",3,"0"
"839","Bachelors",2015,"Bangalore","3",26,"Female","No",4,"1"
"840","Bachelors",2012,"Pune","3",24,"Male","No",2,"0"
"841","Bachelors",2012,"Bangalore","3",26,"Female","No",4,"0"
"842","Masters",2015,"Pune","2",25,"Female","No",3,"1"
"843","Bachelors",2013,"New Delhi","3",24,"Male","No",2,"0"
"844","Masters",2017,"New Delhi","2",27,"Female","No",5,"0"
"845","Masters",2017,"Pune","2",26,"Male","No",4,"0"
"846","Bachelors",2014,"Pune","3",27,"Male","No",5,"0"
"848","Bachelors",2014,"Bangalore","3",25,"Female","No",3,"0"
"849","Bachelors",2013,"Pune","2",27,"Female","No",5,"1"
"850","Bachelors",2015,"Pune","3",26,"Male","No",4,"0"
"851","Bachelors",2017,"Pune","2",24,"Male","No",2,"1"
"852","Masters",2017,"New Delhi","2",26,"Male","No",4,"1"
"853","Bachelors",2013,"Pune","2",25,"Male","Yes",3,"1"
"854","Masters",2017,"New Delhi","2",25,"Female","No",3,"1"
"855","Bachelors",2013,"Pune","3",26,"Female","Yes",4,"0"
"858","Bachelors",2017,"New Delhi","2",28,"Male","No",1,"0"
"859","Masters",2014,"New Delhi","3",27,"Male","No",5,"0"
"860","Bachelors",2014,"New Delhi","3",28,"Female","No",1,"0"
"862","Bachelors",2015,"Bangalore","3",24,"Male","No",2,"1"
"863","Bachelors",2018,"Bangalore","3",24,"Male","No",2,"1"
"864","Bachelors",2013,"Pune","3",26,"Male","No",4,"0"
"865","Bachelors",2012,"Bangalore","3",28,"Female","No",2,"0"
"868","Bachelors",2016,"New Delhi","3",27,"Female","No",5,"0"
"869","Bachelors",2012,"Bangalore","3",26,"Male","No",4,"0"
"870","Bachelors",2015,"Pune","3",25,"Male","No",3,"0"
"871","Bachelors",2012,"New Delhi","3",26,"Female","Yes",4,"0"
"874","Masters",2012,"New Delhi","3",26,"Male","No",4,"1"
"875","Bachelors",2015,"Pune","2",26,"Female","No",4,"1"
"876","Masters",2014,"New Delhi","3",25,"Male","No",3,"0"
"877","Bachelors",2015,"Bangalore","3",28,"Male","Yes",2,"0"
"879","Bachelors",2017,"Bangalore","2",27,"Male","No",5,"0"
"880","Bachelors",2016,"Bangalore","3",24,"Male","No",2,"0"
"881","Bachelors",2017,"Bangalore","3",27,"Male","No",5,"0"
"882","Bachelors",2014,"Bangalore","3",26,"Male","No",4,"1"
"883","Bachelors",2017,"Bangalore","3",24,"Female","No",2,"0"
"884","Bachelors",2017,"Bangalore","3",28,"Male","No",1,"0"
"885","Bachelors",2014,"Bangalore","3",26,"Male","No",4,"1"
"887","Bachelors",2014,"New Delhi","3",24,"Female","No",2,"0"
"891","Bachelors",2017,"Pune","3",28,"Male","No",3,"0"
"892","Bachelors",2014,"Bangalore","3",25,"Male","No",3,"0"
"893","Bachelors",2017,"Bangalore","3",25,"Female","No",3,"0"
"894","Bachelors",2018,"Bangalore","3",25,"Male","No",3,"1"
"895","Bachelors",2013,"Bangalore","3",28,"Female","No",3,"0"
"896","Bachelors",2017,"New Delhi","3",27,"Male","No",5,"0"
"897","Bachelors",2013,"Bangalore","3",27,"Male","No",5,"0"
"899","Bachelors",2014,"Bangalore","3",24,"Male","No",2,"0"
"900","Bachelors",2017,"Pune","3",27,"Male","No",5,"0"
"901","Bachelors",2012,"Pune","3",27,"Male","No",5,"0"
"903","Bachelors",2014,"Bangalore","3",25,"Male","No",3,"0"
"904","Bachelors",2014,"Bangalore","3",28,"Male","No",3,"0"
"906","Masters",2017,"Bangalore","3",28,"Male","No",1,"1"
"907","Bachelors",2018,"Bangalore","3",27,"Male","Yes",5,"1"
"908","Bachelors",2017,"Bangalore","3",28,"Male","Yes",1,"0"
"909","Bachelors",2016,"Bangalore","3",25,"Male","No",3,"0"
"910","Bachelors",2013,"Pune","3",24,"Female","No",2,"0"
"912","Bachelors",2014,"Bangalore","3",24,"Female","No",2,"0"
"913","Bachelors",2012,"Bangalore","3",26,"Male","No",4,"0"
"914","Masters",2013,"New Delhi","1",24,"Female","No",2,"0"
"915","Masters",2013,"New Delhi","1",24,"Male","Yes",2,"1"
"916","Bachelors",2014,"Bangalore","3",26,"Male","No",4,"0"
"917","Bachelors",2017,"Bangalore","3",27,"Male","No",5,"0"
"918","Bachelors",2017,"New Delhi","2",25,"Male","No",3,"0"
"919","Bachelors",2015,"Bangalore","3",28,"Female","No",1,"0"
"921","PHD",2018,"New Delhi","3",24,"Female","No",2,"1"
"922","Bachelors",2015,"Pune","3",28,"Male","No",1,"0"
"923","Bachelors",2015,"Bangalore","3",26,"Male","No",4,"0"
"924","PHD",2015,"Pune","2",28,"Female","No",1,"0"
"925","Bachelors",2018,"Bangalore","3",25,"Male","Yes",3,"1"
"926","Bachelors",2016,"Bangalore","3",26,"Male","No",4,"0"
"927","Bachelors",2015,"Bangalore","3",27,"Female","No",5,"1"
"930","Masters",2012,"New Delhi","3",28,"Male","No",2,"0"
"931","Bachelors",2012,"Bangalore","3",28,"Male","No",3,"0"
"932","Bachelors",2012,"Pune","2",27,"Female","No",5,"1"
"933","Bachelors",2012,"New Delhi","2",27,"Female","No",5,"1"
"936","Masters",2018,"Pune","3",27,"Male","No",5,"1"
"937","Masters",2017,"New Delhi","2",28,"Male","No",2,"0"
"938","Bachelors",2013,"Bangalore","3",27,"Male","No",5,"0"
"939","Masters",2017,"Bangalore","2",28,"Male","Yes",2,"1"
"940","Bachelors",2017,"Pune","3",27,"Male","No",5,"0"
"941","Bachelors",2017,"Pune","3",28,"Female","No",1,"0"
"942","Bachelors",2016,"Bangalore","3",28,"Male","No",3,"0"
"943","Bachelors",2014,"New Delhi","3",26,"Female","No",4,"0"
"945","Bachelors",2017,"New Delhi","3",26,"Female","No",4,"0"
"946","Bachelors",2015,"Pune","2",26,"Female","No",4,"1"
"947","Bachelors",2017,"New Delhi","3",26,"Male","No",4,"0"
"948","Bachelors",2012,"Bangalore","3",25,"Female","Yes",3,"0"
"950","Bachelors",2013,"Bangalore","3",28,"Female","No",1,"1"
"953","Masters",2017,"New Delhi","3",25,"Male","No",3,"1"
"954","Bachelors",2015,"Pune","2",27,"Female","No",5,"1"
"955","Masters",2017,"Pune","2",28,"Male","No",3,"0"
"956","Masters",2017,"New Delhi","3",26,"Male","No",4,"0"
"959","Masters",2013,"Pune","3",26,"Male","No",4,"0"
"960","Bachelors",2015,"Bangalore","3",26,"Male","No",4,"0"
